epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
34,2222.68,0.0263,0.87446,1,0.66073,0.0083665,0.0083665,0.0083665
35,2288.24,0.02457,0.886,1,0.62074,0.008317,0.008317,0.008317
36,2353.82,0.02873,0.85281,1,0.65594,0.0082675,0.0082675,0.0082675
37,2419.5,0.01839,0.90476,1,0.59318,0.008218,0.008218,0.008218
38,2485.04,0.01823,0.886,1,0.72804,0.0081685,0.0081685,0.0081685
39,2550.59,0.01766,0.89394,1,0.72694,0.008119,0.008119,0.008119
40,2616.12,0.01806,0.86291,1,0.77596,0.0080695,0.0080695,0.0080695
41,2681.65,0.00869,0.86075,1,0.7297,0.00802,0.00802,0.00802
42,2747.36,0.01645,0.87734,1,0.76074,0.0079705,0.0079705,0.0079705
43,2812.98,0.01744,0.87374,1,0.83316,0.007921,0.007921,0.007921
44,2878.43,0.02461,0.87662,1,0.6993,0.0078715,0.0078715,0.0078715
45,2943.99,0.01549,0.8824,1,0.65733,0.007822,0.007822,0.007822
46,3009.64,0.01226,0.88745,1,0.74313,0.0077725,0.0077725,0.0077725
47,3075.34,0.01363,0.8658,1,0.67793,0.007723,0.007723,0.007723
48,3140.91,0.01249,0.8961,1,0.64921,0.0076735,0.0076735,0.0076735
49,3206.74,0.00663,0.87446,1,0.77978,0.007624,0.007624,0.007624
50,3272.28,0.00998,0.89177,1,0.78865,0.0075745,0.0075745,0.0075745
51,3337.92,0.02202,0.88456,1,0.6552,0.007525,0.007525,0.007525
52,3403.57,0.02071,0.89466,1,0.5887,0.0074755,0.0074755,0.0074755
53,3469.41,0.0173,0.89033,1,0.7144,0.007426,0.007426,0.007426
54,3535.15,0.00641,0.87951,1,0.68243,0.0073765,0.0073765,0.0073765
55,3600.84,0.00584,0.88961,1,0.69998,0.007327,0.007327,0.007327
56,3666.64,0.00552,0.8925,1,0.6845,0.0072775,0.0072775,0.0072775
57,3732.48,0.00504,0.90115,1,0.67072,0.007228,0.007228,0.007228
58,3798.17,0.01268,0.8961,1,0.66362,0.0071785,0.0071785,0.0071785
59,3863.96,0.01501,0.86291,1,0.80965,0.007129,0.007129,0.007129
60,3929.7,0.00763,0.88961,1,0.72314,0.0070795,0.0070795,0.0070795
61,3995.47,0.00823,0.85931,1,0.90374,0.00703,0.00703,0.00703
62,4061.38,0.00646,0.90693,1,0.67329,0.0069805,0.0069805,0.0069805
63,4127.12,0.0098,0.9062,1,0.67733,0.006931,0.006931,0.006931
64,4192.96,0.01145,0.88961,1,0.86055,0.0068815,0.0068815,0.0068815
65,4258.76,0.00958,0.87951,1,0.88727,0.006832,0.006832,0.006832
66,4324.67,0.00951,0.88745,1,0.86243,0.0067825,0.0067825,0.0067825
67,4390.38,0.01368,0.88672,1,0.76546,0.006733,0.006733,0.006733
68,4456.25,0.01476,0.89466,1,0.66181,0.0066835,0.0066835,0.0066835
69,4522.07,0.01164,0.9062,1,0.59821,0.006634,0.006634,0.006634
70,4587.82,0.00822,0.88312,1,0.75503,0.0065845,0.0065845,0.0065845
71,4653.7,0.00901,0.89322,1,0.71884,0.006535,0.006535,0.006535
72,4719.56,0.00269,0.88167,1,0.84294,0.0064855,0.0064855,0.0064855
73,4785.4,0.00401,0.8824,1,0.99336,0.006436,0.006436,0.006436
74,4851.36,0.01145,0.88672,1,0.74643,0.0063865,0.0063865,0.0063865
75,4917.2,0.00903,0.89683,1,0.68715,0.006337,0.006337,0.006337
76,4982.99,0.00377,0.86797,1,0.86815,0.0062875,0.0062875,0.0062875
77,5048.73,0.00358,0.89827,1,0.65891,0.006238,0.006238,0.006238
78,5114.6,0.00517,0.88312,1,0.77982,0.0061885,0.0061885,0.0061885
79,5180.5,0.00492,0.8759,1,0.77675,0.006139,0.006139,0.006139
80,5246.35,0.00314,0.88384,1,0.84976,0.0060895,0.0060895,0.0060895
81,5312.36,0.00336,0.87879,1,0.808,0.00604,0.00604,0.00604
82,5378.3,0.00458,0.88456,1,0.83076,0.0059905,0.0059905,0.0059905
83,5444.23,0.00875,0.8961,1,0.78673,0.005941,0.005941,0.005941
84,5510.21,0.00289,0.88961,1,0.75714,0.0058915,0.0058915,0.0058915
85,5576.13,0.00443,0.8961,1,0.73388,0.005842,0.005842,0.005842
86,5642.15,0.00614,0.90332,1,0.73041,0.0057925,0.0057925,0.0057925
87,5708.23,0.00496,0.89538,1,0.74267,0.005743,0.005743,0.005743
88,5774.2,0.00366,0.89899,1,0.70122,0.0056935,0.0056935,0.0056935
89,5840.29,0.00254,0.89466,1,0.81255,0.005644,0.005644,0.005644
90,5906.27,0.00233,0.8925,1,0.83218,0.0055945,0.0055945,0.0055945
91,5972.23,0.00399,0.89827,1,0.80042,0.005545,0.005545,0.005545
92,6038.19,0.00255,0.89827,1,0.882,0.0054955,0.0054955,0.0054955
93,6104.32,0.00342,0.89683,1,0.90843,0.005446,0.005446,0.005446
94,6170.5,0.00239,0.89899,1,0.9097,0.0053965,0.0053965,0.0053965
95,6236.87,0.00531,0.90909,1,0.87102,0.005347,0.005347,0.005347
96,6303.24,0.00209,0.91053,1,0.8127,0.0052975,0.0052975,0.0052975
97,6369.53,0.00096,0.90837,1,0.77808,0.005248,0.005248,0.005248
98,6435.69,0.00464,0.90981,1,0.81496,0.0051985,0.0051985,0.0051985
99,6501.83,0.00782,0.90765,1,0.75266,0.005149,0.005149,0.005149
100,6568.01,0.00484,0.91126,1,0.7148,0.0050995,0.0050995,0.0050995
101,6634.46,0.00069,0.90909,1,0.71439,0.00505,0.00505,0.00505
102,6700.77,0.00158,0.90043,1,0.77428,0.0050005,0.0050005,0.0050005
103,6767.14,0.00068,0.8961,1,0.80037,0.004951,0.004951,0.004951
104,6833.76,0.00203,0.89899,1,0.77647,0.0049015,0.0049015,0.0049015
105,6900.26,0.00224,0.89755,1,0.79762,0.004852,0.004852,0.004852
106,6966.84,0.00069,0.89177,1,0.90077,0.0048025,0.0048025,0.0048025
107,7033.43,0.00051,0.88745,1,0.94522,0.004753,0.004753,0.004753
108,7099.99,0.00453,0.88961,1,0.94248,0.0047035,0.0047035,0.0047035
109,7166.58,0.00375,0.89177,1,0.89334,0.004654,0.004654,0.004654
110,7233.28,0.00153,0.89033,1,0.9056,0.0046045,0.0046045,0.0046045
111,7300.12,0.00297,0.89394,1,0.89927,0.004555,0.004555,0.004555
112,7366.94,0.00282,0.89755,1,0.88994,0.0045055,0.0045055,0.0045055
113,7433.79,0.00119,0.89683,1,0.87154,0.004456,0.004456,0.004456
114,7500.64,0.00122,0.89683,1,0.84204,0.0044065,0.0044065,0.0044065
115,7567.65,0.00294,0.89971,1,0.84258,0.004357,0.004357,0.004357
116,7634.63,0.00265,0.89538,1,0.84224,0.0043075,0.0043075,0.0043075
117,7701.71,0.00071,0.89683,1,0.82532,0.004258,0.004258,0.004258
118,7769.05,0.00121,0.89827,1,0.80496,0.0042085,0.0042085,0.0042085
119,7836.3,0.00038,0.9026,1,0.7948,0.004159,0.004159,0.004159
120,7903.74,0.00187,0.90115,1,0.7908,0.0041095,0.0041095,0.0041095
121,7971.11,0.00129,0.89683,1,0.84671,0.00406,0.00406,0.00406
122,8038.69,0.00433,0.90188,1,0.81707,0.0040105,0.0040105,0.0040105
123,8106.23,0.00307,0.9026,1,0.7843,0.003961,0.003961,0.003961
124,8173.98,0.00185,0.90115,1,0.78798,0.0039115,0.0039115,0.0039115
125,8241.6,0.00053,0.90115,1,0.79353,0.003862,0.003862,0.003862
126,8309.31,0.00146,0.90188,1,0.81745,0.0038125,0.0038125,0.0038125
127,8377.14,0.0004,0.89683,1,0.81867,0.003763,0.003763,0.003763
128,8444.95,0.00053,0.89394,1,0.84505,0.0037135,0.0037135,0.0037135
129,8512.88,0.00059,0.88817,1,0.86156,0.003664,0.003664,0.003664
130,8581.04,0.00074,0.88456,1,0.89081,0.0036145,0.0036145,0.0036145
131,8649.24,0.00148,0.88023,1,0.92469,0.003565,0.003565,0.003565
132,8717.47,0.00031,0.87734,1,0.92085,0.0035155,0.0035155,0.0035155
133,8785.54,0.00203,0.88167,1,0.9159,0.003466,0.003466,0.003466
134,8853.87,0.00108,0.88528,1,0.90576,0.0034165,0.0034165,0.0034165
135,8922.26,5e-05,0.88745,1,0.90277,0.003367,0.003367,0.003367
136,8990.57,0.00204,0.88745,1,0.90129,0.0033175,0.0033175,0.0033175
137,9058.87,0.00217,0.8824,1,0.8984,0.003268,0.003268,0.003268
138,9127.56,0.00276,0.8824,1,0.90616,0.0032185,0.0032185,0.0032185
139,9196.31,0.0015,0.88456,1,0.90536,0.003169,0.003169,0.003169
140,9264.93,0.00044,0.88672,1,0.90103,0.0031195,0.0031195,0.0031195
141,9333.62,0.00085,0.89105,1,0.88409,0.00307,0.00307,0.00307
142,9402.41,0.00071,0.8961,1,0.8683,0.0030205,0.0030205,0.0030205
143,9471.47,0.00205,0.89466,1,0.89624,0.002971,0.002971,0.002971
144,9540.37,0.00111,0.8961,1,0.85764,0.0029215,0.0029215,0.0029215
145,9609.24,0.00085,0.89827,1,0.85413,0.002872,0.002872,0.002872
146,9678.53,0.00068,0.89683,1,0.85415,0.0028225,0.0028225,0.0028225
147,9747.94,0.00165,0.89683,1,0.89638,0.002773,0.002773,0.002773
148,9817.42,0.00092,0.89827,1,0.84014,0.0027235,0.0027235,0.0027235
149,9886.83,0.00028,0.89899,1,0.83826,0.002674,0.002674,0.002674
150,9956.31,0.00023,0.89755,1,0.84486,0.0026245,0.0026245,0.0026245
151,10025.9,0.00383,0.89755,1,0.84353,0.002575,0.002575,0.002575
152,10095.4,0.00296,0.89899,1,0.84311,0.0025255,0.0025255,0.0025255
153,10165,0.00124,0.89683,1,0.87185,0.002476,0.002476,0.002476
154,10234.7,0.00178,0.8961,1,0.87792,0.0024265,0.0024265,0.0024265
155,10304.5,0.00137,0.89394,1,0.85682,0.002377,0.002377,0.002377
156,10374.3,0.00108,0.89322,1,0.85601,0.0023275,0.0023275,0.0023275
157,10444.1,0.00045,0.89177,1,0.85584,0.002278,0.002278,0.002278
158,10514.2,0.00037,0.89105,1,0.85349,0.0022285,0.0022285,0.0022285
159,10584.2,0.0005,0.89105,1,0.85168,0.002179,0.002179,0.002179
160,10654.3,0.00094,0.89177,1,0.84612,0.0021295,0.0021295,0.0021295
161,10724.5,0.00056,0.8925,1,0.83658,0.00208,0.00208,0.00208
162,10794.6,0.00059,0.89538,1,0.83156,0.0020305,0.0020305,0.0020305
163,10865,0.00064,0.8961,1,0.83428,0.001981,0.001981,0.001981
164,10935.5,0.00031,0.89538,1,0.82853,0.0019315,0.0019315,0.0019315
165,11006.2,0.00028,0.8961,1,0.83152,0.001882,0.001882,0.001882
166,11076.8,0.00072,0.89827,1,0.82506,0.0018325,0.0018325,0.0018325
167,11147.5,0.003,0.89755,1,0.82009,0.001783,0.001783,0.001783
168,11218.3,0.00206,0.89827,1,0.81773,0.0017335,0.0017335,0.0017335
169,11289,0.00082,0.89899,1,0.81256,0.001684,0.001684,0.001684
170,11359.6,0.00065,0.89971,1,0.8119,0.0016345,0.0016345,0.0016345
171,11430.4,0.0001,0.90043,1,0.81151,0.001585,0.001585,0.001585
172,11501.3,0.00026,0.90043,1,0.81261,0.0015355,0.0015355,0.0015355
173,11572.1,0.00027,0.89971,1,0.81482,0.001486,0.001486,0.001486
174,11642.9,3e-05,0.89971,1,0.82541,0.0014365,0.0014365,0.0014365
175,11713.9,0.00043,0.90188,1,0.82807,0.001387,0.001387,0.001387
176,11784.8,0.00029,0.90188,1,0.81806,0.0013375,0.0013375,0.0013375
177,11855.8,0.00097,0.90188,1,0.81816,0.001288,0.001288,0.001288
178,11926.9,0.00172,0.90188,1,0.81942,0.0012385,0.0012385,0.0012385
179,11998.2,0.00163,0.9026,1,0.82063,0.001189,0.001189,0.001189
180,12069.4,0.00032,0.90115,1,0.8213,0.0011395,0.0011395,0.0011395
181,12140.7,0.00072,0.90115,1,0.82036,0.00109,0.00109,0.00109
182,12212.1,8e-05,0.9026,1,0.83552,0.0010405,0.0010405,0.0010405
183,12283.6,4e-05,0.90332,1,0.81834,0.000991,0.000991,0.000991
184,12355.2,0.0001,0.90332,1,0.81855,0.0009415,0.0009415,0.0009415
185,12426.9,0.0002,0.90332,1,0.81935,0.000892,0.000892,0.000892
186,12498.3,0.00023,0.90332,1,0.84391,0.0008425,0.0008425,0.0008425
187,12569.8,0.00044,0.9026,1,0.84161,0.000793,0.000793,0.000793
188,12641.3,0.00034,0.90332,1,0.81725,0.0007435,0.0007435,0.0007435
189,12713,0.00019,0.9026,1,0.81602,0.000694,0.000694,0.000694
190,12784.7,0.00016,0.90188,1,0.81578,0.0006445,0.0006445,0.0006445
191,12878.8,0.0001,0.90115,1,0.81569,0.000595,0.000595,0.000595
192,12971,5e-05,0.90188,1,0.8162,0.0005455,0.0005455,0.0005455
193,13063.2,6e-05,0.90188,1,0.81694,0.000496,0.000496,0.000496
194,13155.1,2e-05,0.90188,1,0.81754,0.0004465,0.0004465,0.0004465
195,13247.2,8e-05,0.90188,1,0.81854,0.000397,0.000397,0.000397
196,13339.3,0.0003,0.90188,1,0.82729,0.0003475,0.0003475,0.0003475
197,13431.4,0.00055,0.90188,1,0.8205,0.000298,0.000298,0.000298
198,13523.5,0.00016,0.90188,1,0.82194,0.0002485,0.0002485,0.0002485
199,13615.7,0.00114,0.9026,1,0.82333,0.000199,0.000199,0.000199
200,13707.9,6e-05,0.9026,1,0.82515,0.0001495,0.0001495,0.0001495
