epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
142,27668.6,0.00779,0.92552,1,0.33954,0.0030205,0.0030205,0.0030205
143,27856.5,0.00781,0.92769,1,0.34479,0.002971,0.002971,0.002971
144,28043.4,0.00655,0.92842,1,0.34979,0.0029215,0.0029215,0.0029215
145,28231.6,0.00815,0.92697,1,0.35116,0.002872,0.002872,0.002872
146,28419.1,0.0066,0.92986,1,0.34736,0.0028225,0.0028225,0.0028225
147,28606.5,0.00891,0.93131,1,0.34892,0.002773,0.002773,0.002773
148,28793.5,0.00855,0.93131,1,0.3534,0.0027235,0.0027235,0.0027235
149,28980.6,0.00534,0.93203,1,0.35647,0.002674,0.002674,0.002674
150,29166.9,0.0143,0.93275,1,0.36017,0.0026245,0.0026245,0.0026245
151,29353.1,0.01024,0.93203,1,0.35846,0.002575,0.002575,0.002575
152,29540.6,0.01132,0.92986,1,0.35425,0.0025255,0.0025255,0.0025255
153,29727.9,0.0097,0.93131,1,0.34857,0.002476,0.002476,0.002476
154,29915.8,0.00546,0.93131,1,0.34815,0.0024265,0.0024265,0.0024265
155,30102.9,0.00758,0.93131,1,0.34648,0.002377,0.002377,0.002377
156,30291.1,0.00794,0.93203,1,0.34615,0.0023275,0.0023275,0.0023275
157,30478.7,0.00572,0.93203,1,0.34517,0.002278,0.002278,0.002278
158,30666.1,0.00779,0.93131,1,0.34644,0.0022285,0.0022285,0.0022285
159,30854.3,0.00732,0.93059,1,0.34677,0.002179,0.002179,0.002179
160,31042.2,0.00659,0.93059,1,0.34823,0.0021295,0.0021295,0.0021295
161,31229.9,0.01039,0.93348,1,0.34617,0.00208,0.00208,0.00208
162,31417,0.00912,0.93348,1,0.34308,0.0020305,0.0020305,0.0020305
163,31604.8,0.00776,0.93348,1,0.34041,0.001981,0.001981,0.001981
164,31792.2,0.00676,0.93348,1,0.33978,0.0019315,0.0019315,0.0019315
165,31979.9,0.00512,0.93565,1,0.33725,0.001882,0.001882,0.001882
166,32167.5,0.00722,0.93492,1,0.33561,0.0018325,0.0018325,0.0018325
167,32354.8,0.00502,0.93565,1,0.33342,0.001783,0.001783,0.001783
168,32542.8,0.00739,0.93492,1,0.3321,0.0017335,0.0017335,0.0017335
169,32730.3,0.00753,0.93492,1,0.33171,0.001684,0.001684,0.001684
170,32918.2,0.00526,0.93565,1,0.33039,0.0016345,0.0016345,0.0016345
171,33106,0.00502,0.93565,1,0.33069,0.001585,0.001585,0.001585
172,33293.2,0.00679,0.93637,1,0.33223,0.0015355,0.0015355,0.0015355
173,33480.9,0.00559,0.93565,1,0.33371,0.001486,0.001486,0.001486
174,33668.2,0.00648,0.93492,1,0.33422,0.0014365,0.0014365,0.0014365
175,33855.9,0.00581,0.93492,1,0.33374,0.001387,0.001387,0.001387
176,34044.4,0.00553,0.9342,1,0.33393,0.0013375,0.0013375,0.0013375
177,34232,0.00454,0.93275,1,0.33431,0.001288,0.001288,0.001288
178,34422.9,0.00603,0.93275,1,0.33542,0.0012385,0.0012385,0.0012385
179,34619.8,0.00348,0.93275,1,0.33548,0.001189,0.001189,0.001189
180,34816.1,0.00594,0.93275,1,0.33554,0.0011395,0.0011395,0.0011395
181,35011.5,0.00509,0.93131,1,0.33503,0.00109,0.00109,0.00109
182,35206.8,0.00632,0.93059,1,0.33399,0.0010405,0.0010405,0.0010405
183,35402.8,0.00462,0.93059,1,0.33373,0.000991,0.000991,0.000991
184,35599,0.00531,0.93059,1,0.33344,0.0009415,0.0009415,0.0009415
185,35787.9,0.00544,0.93059,1,0.33333,0.000892,0.000892,0.000892
186,35975.4,0.0049,0.92986,1,0.33449,0.0008425,0.0008425,0.0008425
