epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
69,29511.2,0.01476,0.91679,1,0.48559,0.006634,0.006634,0.006634
70,29943.7,0.01382,0.91787,1,0.48279,0.0065845,0.0065845,0.0065845
71,30377.9,0.01359,0.91811,1,0.47972,0.006535,0.006535,0.006535
72,30811.7,0.01329,0.91823,1,0.47784,0.0064855,0.0064855,0.0064855
73,31245.1,0.01662,0.91799,1,0.47359,0.006436,0.006436,0.006436
74,31679.5,0.01475,0.91739,1,0.47164,0.0063865,0.0063865,0.0063865
75,32113.6,0.01297,0.91835,1,0.47122,0.006337,0.006337,0.006337
76,32547.2,0.01296,0.91919,1,0.47216,0.0062875,0.0062875,0.0062875
77,32980.8,0.01411,0.91871,1,0.47157,0.006238,0.006238,0.006238
78,33414.6,0.01413,0.91895,1,0.47348,0.0061885,0.0061885,0.0061885
79,33848.3,0.01215,0.91871,1,0.47332,0.006139,0.006139,0.006139
80,34282.3,0.01233,0.91955,1,0.47118,0.0060895,0.0060895,0.0060895
81,34716.2,0.01356,0.91919,1,0.47055,0.00604,0.00604,0.00604
82,35150.1,0.01062,0.91907,1,0.47134,0.0059905,0.0059905,0.0059905
83,35583.2,0.01247,0.91895,1,0.47383,0.005941,0.005941,0.005941
84,36017.8,0.01173,0.91931,1,0.47631,0.0058915,0.0058915,0.0058915
85,36452.7,0.01021,0.91811,1,0.48027,0.005842,0.005842,0.005842
86,36887.1,0.01401,0.91847,1,0.48256,0.0057925,0.0057925,0.0057925
87,37321.7,0.01357,0.91859,1,0.48271,0.005743,0.005743,0.005743
88,37756,0.00963,0.91883,1,0.4803,0.0056935,0.0056935,0.0056935
89,38190.3,0.01,0.91919,1,0.48123,0.005644,0.005644,0.005644
90,38625.3,0.01255,0.92015,1,0.48343,0.0055945,0.0055945,0.0055945
91,39060.5,0.01377,0.92027,1,0.48171,0.005545,0.005545,0.005545
92,39495,0.01323,0.91979,1,0.47965,0.0054955,0.0054955,0.0054955
93,39929.7,0.01016,0.92051,1,0.47818,0.005446,0.005446,0.005446
94,40364.7,0.01154,0.92051,1,0.47761,0.0053965,0.0053965,0.0053965
95,40799.8,0.00838,0.92124,1,0.48074,0.005347,0.005347,0.005347
96,41234.7,0.01041,0.9216,1,0.48035,0.0052975,0.0052975,0.0052975
97,41669.2,0.01006,0.92196,1,0.48151,0.005248,0.005248,0.005248
98,42103.8,0.01138,0.92172,1,0.48268,0.0051985,0.0051985,0.0051985
99,42538.8,0.01128,0.921,1,0.48701,0.005149,0.005149,0.005149
100,42974.2,0.01217,0.92112,1,0.48281,0.0050995,0.0050995,0.0050995
101,43409.2,0.0092,0.92112,1,0.48698,0.00505,0.00505,0.00505
102,43844.3,0.01006,0.92136,1,0.48342,0.0050005,0.0050005,0.0050005
103,44279.2,0.01028,0.92184,1,0.48436,0.004951,0.004951,0.004951
104,44714.9,0.00972,0.92232,1,0.48392,0.0049015,0.0049015,0.0049015
105,45150.4,0.01074,0.92316,1,0.48164,0.004852,0.004852,0.004852
106,45586.5,0.00936,0.92292,1,0.48192,0.0048025,0.0048025,0.0048025
107,46022.3,0.0092,0.92292,1,0.4827,0.004753,0.004753,0.004753
108,46457.6,0.0091,0.9228,1,0.48319,0.0047035,0.0047035,0.0047035
109,46893.7,0.00935,0.92364,1,0.48209,0.004654,0.004654,0.004654
110,47329.2,0.00685,0.9234,1,0.48731,0.0046045,0.0046045,0.0046045
111,47765,0.00915,0.924,1,0.48761,0.004555,0.004555,0.004555
112,48201,0.00938,0.92496,1,0.48919,0.0045055,0.0045055,0.0045055
113,48636.8,0.008,0.92472,1,0.48873,0.004456,0.004456,0.004456
114,49073.2,0.00733,0.9246,1,0.48903,0.0044065,0.0044065,0.0044065
115,49509.4,0.00841,0.9246,1,0.49038,0.004357,0.004357,0.004357
116,49945.9,0.00719,0.92484,1,0.49202,0.0043075,0.0043075,0.0043075
117,50381.9,0.00853,0.92448,1,0.49392,0.004258,0.004258,0.004258
118,50818,0.00745,0.92496,1,0.494,0.0042085,0.0042085,0.0042085
119,51255,0.00716,0.92376,1,0.49531,0.004159,0.004159,0.004159
120,51692.1,0.00574,0.9246,1,0.49487,0.0041095,0.0041095,0.0041095
121,52128.8,0.00847,0.92472,1,0.49536,0.00406,0.00406,0.00406
122,52565.3,0.00735,0.92508,1,0.49333,0.0040105,0.0040105,0.0040105
123,53001.8,0.00783,0.92544,1,0.49434,0.003961,0.003961,0.003961
124,53438.6,0.00624,0.9252,1,0.49576,0.0039115,0.0039115,0.0039115
125,53874.7,0.00642,0.9246,1,0.49794,0.003862,0.003862,0.003862
126,54312,0.00614,0.924,1,0.50049,0.0038125,0.0038125,0.0038125
127,54748.9,0.00661,0.92472,1,0.50062,0.003763,0.003763,0.003763
128,55185,0.00769,0.92448,1,0.49998,0.0037135,0.0037135,0.0037135
129,55621.7,0.00523,0.9246,1,0.50194,0.003664,0.003664,0.003664
130,56058.4,0.00785,0.92508,1,0.50573,0.0036145,0.0036145,0.0036145
131,56494,0.00754,0.92532,1,0.50157,0.003565,0.003565,0.003565
132,56930.5,0.00442,0.92484,1,0.50398,0.0035155,0.0035155,0.0035155
133,57366.8,0.00395,0.9246,1,0.50568,0.003466,0.003466,0.003466
134,57803.4,0.00434,0.92532,1,0.50637,0.0034165,0.0034165,0.0034165
135,58240,0.00468,0.92544,1,0.51013,0.003367,0.003367,0.003367
136,58677,0.00605,0.92605,1,0.51011,0.0033175,0.0033175,0.0033175
137,59114.2,0.00603,0.92544,1,0.50942,0.003268,0.003268,0.003268
138,59550.6,0.00388,0.92581,1,0.51164,0.0032185,0.0032185,0.0032185
139,59988,0.00281,0.92532,1,0.51681,0.003169,0.003169,0.003169
140,60425.1,0.00386,0.9252,1,0.52,0.0031195,0.0031195,0.0031195
141,60862.4,0.0046,0.92605,1,0.52238,0.00307,0.00307,0.00307
142,61298.7,0.00344,0.92665,1,0.52434,0.0030205,0.0030205,0.0030205
143,61735.6,0.0061,0.92557,1,0.52552,0.002971,0.002971,0.002971
144,62173.8,0.00407,0.92569,1,0.52545,0.0029215,0.0029215,0.0029215
145,62611.3,0.00328,0.92544,1,0.52839,0.002872,0.002872,0.002872
146,63049.2,0.00518,0.92569,1,0.5307,0.0028225,0.0028225,0.0028225
147,63486.9,0.00379,0.92617,1,0.5343,0.002773,0.002773,0.002773
148,63925,0.00417,0.92557,1,0.53268,0.0027235,0.0027235,0.0027235
149,64362.5,0.00365,0.92557,1,0.53373,0.002674,0.002674,0.002674
150,64800.3,0.00317,0.92569,1,0.53603,0.0026245,0.0026245,0.0026245
151,65237.9,0.00288,0.92629,1,0.53547,0.002575,0.002575,0.002575
152,65675.8,0.00211,0.92629,1,0.5344,0.0025255,0.0025255,0.0025255
153,66113.7,0.00485,0.92532,1,0.53483,0.002476,0.002476,0.002476
154,66551.7,0.00305,0.92593,1,0.53514,0.0024265,0.0024265,0.0024265
155,66989.5,0.00263,0.92605,1,0.53597,0.002377,0.002377,0.002377
156,67427.7,0.00217,0.92629,1,0.53732,0.0023275,0.0023275,0.0023275
157,67865.7,0.00237,0.92653,1,0.53786,0.002278,0.002278,0.002278
158,68304,0.00256,0.92605,1,0.53939,0.0022285,0.0022285,0.0022285
159,68742.2,0.00273,0.92617,1,0.54309,0.002179,0.002179,0.002179
160,69180.2,0.00123,0.92593,1,0.54708,0.0021295,0.0021295,0.0021295
161,69618,0.00379,0.92532,1,0.55099,0.00208,0.00208,0.00208
162,70056.3,0.00294,0.9252,1,0.55266,0.0020305,0.0020305,0.0020305
163,70494.7,0.00162,0.92472,1,0.55365,0.001981,0.001981,0.001981
164,70932.5,0.00219,0.92496,1,0.55533,0.0019315,0.0019315,0.0019315
165,71370.8,0.00306,0.9252,1,0.55184,0.001882,0.001882,0.001882
166,71808.9,0.00255,0.92508,1,0.55052,0.0018325,0.0018325,0.0018325
167,72246.9,0.00127,0.9252,1,0.55089,0.001783,0.001783,0.001783
168,72684.7,0.00131,0.92484,1,0.55153,0.0017335,0.0017335,0.0017335
169,73122.8,0.00111,0.92424,1,0.55087,0.001684,0.001684,0.001684
170,73561.2,0.00045,0.92424,1,0.55184,0.0016345,0.0016345,0.0016345
171,73999.4,0.00151,0.92364,1,0.55219,0.001585,0.001585,0.001585
172,74438.1,0.00138,0.92364,1,0.55204,0.0015355,0.0015355,0.0015355
173,74907,0.00139,0.92364,1,0.55434,0.001486,0.001486,0.001486
174,75348.5,0.00085,0.92352,1,0.55091,0.0014365,0.0014365,0.0014365
175,75789.6,0.00121,0.92424,1,0.55247,0.001387,0.001387,0.001387
176,76230.9,0.00192,0.92448,1,0.55486,0.0013375,0.0013375,0.0013375
177,76671.8,0.00149,0.92388,1,0.55693,0.001288,0.001288,0.001288
178,77113,0.00034,0.92424,1,0.55884,0.0012385,0.0012385,0.0012385
179,77554.2,0.00094,0.92424,1,0.56249,0.001189,0.001189,0.001189
180,77995.3,0.00064,0.92448,1,0.56748,0.0011395,0.0011395,0.0011395
181,78435.8,0.00114,0.92472,1,0.57412,0.00109,0.00109,0.00109
182,78877,0.00061,0.92376,1,0.57851,0.0010405,0.0010405,0.0010405
183,79318.6,0.00079,0.92364,1,0.58336,0.000991,0.000991,0.000991
184,79759.8,0.00081,0.92364,1,0.58812,0.0009415,0.0009415,0.0009415
185,80200.9,0.00141,0.92376,1,0.59262,0.000892,0.000892,0.000892
186,80642,0.00041,0.92364,1,0.59428,0.0008425,0.0008425,0.0008425
187,81083.1,0.0004,0.92364,1,0.59906,0.000793,0.000793,0.000793
188,81526.1,0.00048,0.92376,1,0.60172,0.0007435,0.0007435,0.0007435
189,81968.5,0.00063,0.92328,1,0.60617,0.000694,0.000694,0.000694
190,82410.5,0.00047,0.92352,1,0.61003,0.0006445,0.0006445,0.0006445
191,82957.7,0.00043,0.92436,1,0.61331,0.000595,0.000595,0.000595
192,83505.2,0.00045,0.92412,1,0.61689,0.0005455,0.0005455,0.0005455
193,84051.9,0.00055,0.92448,1,0.62043,0.000496,0.000496,0.000496
194,84599,0.00066,0.92472,1,0.62449,0.0004465,0.0004465,0.0004465
195,85145.5,0.00062,0.92424,1,0.62818,0.000397,0.000397,0.000397
196,85692.5,0.00044,0.92388,1,0.63247,0.0003475,0.0003475,0.0003475
197,86239.6,0.00038,0.92364,1,0.63674,0.000298,0.000298,0.000298
198,86786.9,0.00035,0.924,1,0.63993,0.0002485,0.0002485,0.0002485
199,87334.3,0.0002,0.92412,1,0.64326,0.000199,0.000199,0.000199
200,87881.3,0.00041,0.92424,1,0.64654,0.0001495,0.0001495,0.0001495
