epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
42,21419.4,0.02253,0.6625,1,1.05756,0.0079705,0.0079705,0.0079705
43,21925.7,0.02185,0.6625,1,1.06931,0.007921,0.007921,0.007921
44,22433.4,0.02126,0.65833,1,1.08004,0.0078715,0.0078715,0.0078715
45,22941,0.02076,0.65833,1,1.07924,0.007822,0.007822,0.007822
46,23448.2,0.02302,0.6625,1,1.08669,0.0077725,0.0077725,0.0077725
47,23954.7,0.02131,0.6625,1,1.09245,0.007723,0.007723,0.007723
48,24460.3,0.02289,0.65833,1,1.09671,0.0076735,0.0076735,0.0076735
49,24965.6,0.02043,0.65833,1,1.11413,0.007624,0.007624,0.007624
50,25471.6,0.02427,0.65417,1,1.11499,0.0075745,0.0075745,0.0075745
51,25977.3,0.02203,0.65,1,1.12161,0.007525,0.007525,0.007525
52,26482.9,0.01836,0.64583,1,1.12571,0.0074755,0.0074755,0.0074755
53,26988.3,0.02033,0.64583,1,1.12106,0.007426,0.007426,0.007426
54,27493.7,0.01919,0.65,1,1.12309,0.0073765,0.0073765,0.0073765
55,27998.5,0.02143,0.65833,1,1.12632,0.007327,0.007327,0.007327
56,28502,0.01801,0.675,1,1.12444,0.0072775,0.0072775,0.0072775
57,29007.1,0.02039,0.675,1,1.13341,0.007228,0.007228,0.007228
58,29511.7,0.01875,0.675,1,1.14481,0.0071785,0.0071785,0.0071785
59,30016.6,0.01585,0.66667,1,1.16762,0.007129,0.007129,0.007129
60,30520.4,0.02101,0.6625,1,1.17713,0.0070795,0.0070795,0.0070795
61,31025,0.01687,0.66667,1,1.17807,0.00703,0.00703,0.00703
62,31529.1,0.01657,0.67083,1,1.17852,0.0069805,0.0069805,0.0069805
63,32032.6,0.02033,0.66667,1,1.18801,0.006931,0.006931,0.006931
64,32535.5,0.01617,0.66667,1,1.19665,0.0068815,0.0068815,0.0068815
65,33038.5,0.02101,0.6625,1,1.20262,0.006832,0.006832,0.006832
66,33541.8,0.01932,0.66667,1,1.2042,0.0067825,0.0067825,0.0067825
67,34045,0.01525,0.6625,1,1.20708,0.006733,0.006733,0.006733
68,34549.7,0.01604,0.67083,1,1.2096,0.0066835,0.0066835,0.0066835
69,35053.9,0.01758,0.67083,1,1.20495,0.006634,0.006634,0.006634
70,35559.8,0.01634,0.65833,1,1.20122,0.0065845,0.0065845,0.0065845
71,36068.2,0.01969,0.64583,1,1.20599,0.006535,0.006535,0.006535
72,36577.7,0.01682,0.65,1,1.20367,0.0064855,0.0064855,0.0064855
73,37088,0.01911,0.65,1,1.20751,0.006436,0.006436,0.006436
74,37603.5,0.01554,0.65,1,1.21391,0.0063865,0.0063865,0.0063865
75,38118,0.01679,0.64583,1,1.22261,0.006337,0.006337,0.006337
76,38631.9,0.01562,0.64583,1,1.23014,0.0062875,0.0062875,0.0062875
77,39146.6,0.01409,0.64583,1,1.2327,0.006238,0.006238,0.006238
78,39660.5,0.0146,0.64583,1,1.23323,0.0061885,0.0061885,0.0061885
79,40173.8,0.01568,0.65,1,1.24728,0.006139,0.006139,0.006139
80,40686.3,0.01531,0.65,1,1.2574,0.0060895,0.0060895,0.0060895
81,41197.1,0.01433,0.65,1,1.27143,0.00604,0.00604,0.00604
82,41707.4,0.0149,0.64583,1,1.29117,0.0059905,0.0059905,0.0059905
83,42217.1,0.01475,0.64583,1,1.30161,0.005941,0.005941,0.005941
84,42726.5,0.01329,0.64583,1,1.3019,0.0058915,0.0058915,0.0058915
85,43237.1,0.01504,0.64583,1,1.31093,0.005842,0.005842,0.005842
86,43748.7,0.01455,0.64167,1,1.32173,0.0057925,0.0057925,0.0057925
87,44261.2,0.01432,0.64167,1,1.32529,0.005743,0.005743,0.005743
88,44775.1,0.01385,0.63333,1,1.33778,0.0056935,0.0056935,0.0056935
89,45290.1,0.01345,0.63333,1,1.34964,0.005644,0.005644,0.005644
90,45805,0.01234,0.63333,1,1.36083,0.0055945,0.0055945,0.0055945
91,46319.9,0.01345,0.63333,1,1.36396,0.005545,0.005545,0.005545
92,46834.4,0.01304,0.63333,1,1.36421,0.0054955,0.0054955,0.0054955
93,47348.5,0.01292,0.62917,1,1.36958,0.005446,0.005446,0.005446
94,47865.3,0.0092,0.62917,1,1.37365,0.0053965,0.0053965,0.0053965
95,48380.4,0.01196,0.625,1,1.37988,0.005347,0.005347,0.005347
96,48894.9,0.01193,0.625,1,1.38967,0.0052975,0.0052975,0.0052975
97,49412.6,0.01165,0.63333,1,1.40423,0.005248,0.005248,0.005248
98,49930.1,0.01154,0.64167,1,1.41455,0.0051985,0.0051985,0.0051985
99,50446.6,0.00924,0.64167,1,1.41676,0.005149,0.005149,0.005149
100,50961.3,0.01224,0.65,1,1.41261,0.0050995,0.0050995,0.0050995
101,51476.1,0.01292,0.65,1,1.41721,0.00505,0.00505,0.00505
102,51991.1,0.01336,0.65417,1,1.43015,0.0050005,0.0050005,0.0050005
103,52507.2,0.01105,0.65,1,1.44103,0.004951,0.004951,0.004951
104,53021.3,0.0119,0.65,1,1.44431,0.0049015,0.0049015,0.0049015
105,53534.5,0.00954,0.65417,1,1.4617,0.004852,0.004852,0.004852
106,54049.1,0.01246,0.65833,1,1.46698,0.0048025,0.0048025,0.0048025
