epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
27,5569.15,0.5709,0.77368,1,0.47426,0.008713,0.008713,0.008713
28,5776.02,0.57513,0.76428,1,0.47522,0.0086635,0.0086635,0.0086635
29,5983.33,0.54705,0.8149,1,0.39837,0.008614,0.008614,0.008614
30,6191.18,0.53684,0.80911,1,0.40148,0.0085645,0.0085645,0.0085645
31,6406.38,0.53325,0.81706,1,0.40912,0.008515,0.008515,0.008515
32,6609.44,0.51887,0.78597,1,0.43212,0.0084655,0.0084655,0.0084655
33,6813.42,0.52848,0.81417,1,0.39247,0.008416,0.008416,0.008416
34,7016.61,0.51537,0.81851,1,0.39918,0.0083665,0.0083665,0.0083665
35,7220.36,0.49424,0.81851,1,0.38741,0.008317,0.008317,0.008317
36,7423.96,0.50798,0.8308,1,0.36649,0.0082675,0.0082675,0.0082675
37,7626.9,0.48262,0.84454,1,0.34147,0.008218,0.008218,0.008218
38,7834.86,0.48778,0.84526,1,0.34321,0.0081685,0.0081685,0.0081685
39,8040.89,0.48225,0.8402,1,0.34426,0.008119,0.008119,0.008119
40,8258.37,0.4733,0.83369,1,0.35151,0.0080695,0.0080695,0.0080695
41,8463.28,0.47708,0.82863,1,0.37109,0.00802,0.00802,0.00802
42,8669.63,0.49208,0.84526,1,0.33859,0.0079705,0.0079705,0.0079705
43,8877.64,0.48125,0.84237,1,0.35683,0.007921,0.007921,0.007921
44,9087.01,0.47295,0.8308,1,0.36799,0.0078715,0.0078715,0.0078715
45,9295.73,0.4638,0.84888,1,0.3341,0.007822,0.007822,0.007822
46,9499.58,0.46227,0.84599,1,0.3351,0.0077725,0.0077725,0.0077725
47,9703.38,0.46101,0.85466,1,0.32096,0.007723,0.007723,0.007723
48,9910.33,0.4517,0.84599,1,0.31726,0.0076735,0.0076735,0.0076735
49,10116.2,0.46219,0.85249,1,0.31794,0.007624,0.007624,0.007624
50,10320.4,0.44108,0.85683,1,0.32653,0.0075745,0.0075745,0.0075745
51,10525.3,0.45931,0.85539,1,0.32117,0.007525,0.007525,0.007525
52,10730.8,0.4521,0.84599,1,0.336,0.0074755,0.0074755,0.0074755
53,10934.1,0.43139,0.85683,1,0.31372,0.007426,0.007426,0.007426
54,11136.6,0.43298,0.85539,1,0.30365,0.0073765,0.0073765,0.0073765
55,11340.7,0.42045,0.85539,1,0.30687,0.007327,0.007327,0.007327
56,11544.3,0.43769,0.86406,1,0.29318,0.0072775,0.0072775,0.0072775
57,11758.9,0.4331,0.85973,1,0.30637,0.007228,0.007228,0.007228
58,11962,0.43517,0.87346,1,0.29958,0.0071785,0.0071785,0.0071785
59,12164.7,0.42134,0.87274,1,0.27898,0.007129,0.007129,0.007129
60,12369.1,0.41539,0.87708,1,0.28303,0.0070795,0.0070795,0.0070795
61,12573.2,0.41704,0.88142,1,0.28214,0.00703,0.00703,0.00703
62,12776.5,0.41281,0.87708,1,0.28271,0.0069805,0.0069805,0.0069805
63,13002.2,0.40416,0.88286,1,0.26929,0.006931,0.006931,0.006931
64,13215.9,0.41174,0.88648,1,0.27011,0.0068815,0.0068815,0.0068815
65,13442.2,0.39494,0.88359,1,0.2671,0.006832,0.006832,0.006832
66,13668.1,0.3907,0.88937,1,0.26279,0.0067825,0.0067825,0.0067825
67,13891.8,0.40261,0.88576,1,0.26305,0.006733,0.006733,0.006733
68,14114.9,0.39116,0.89009,1,0.26786,0.0066835,0.0066835,0.0066835
69,14339.2,0.38273,0.89371,1,0.26112,0.006634,0.006634,0.006634
70,14562.3,0.3849,0.88503,1,0.26615,0.0065845,0.0065845,0.0065845
71,14785.1,0.38851,0.89949,1,0.25609,0.006535,0.006535,0.006535
72,15007.1,0.36781,0.89805,1,0.24399,0.0064855,0.0064855,0.0064855
73,15229.8,0.3837,0.90094,1,0.2383,0.006436,0.006436,0.006436
74,15452.8,0.38192,0.90745,1,0.23161,0.0063865,0.0063865,0.0063865
75,15675.1,0.36621,0.90311,1,0.23153,0.006337,0.006337,0.006337
76,15897.7,0.37082,0.90166,1,0.23476,0.0062875,0.0062875,0.0062875
77,16117.2,0.35839,0.90672,1,0.22816,0.006238,0.006238,0.006238
78,16329.6,0.36457,0.91034,1,0.21967,0.0061885,0.0061885,0.0061885
79,16549.1,0.36126,0.90239,1,0.2325,0.006139,0.006139,0.006139
80,16772.9,0.35538,0.90672,1,0.22378,0.0060895,0.0060895,0.0060895
81,17005.8,0.36324,0.91396,1,0.22381,0.00604,0.00604,0.00604
82,17227.4,0.35106,0.90962,1,0.226,0.0059905,0.0059905,0.0059905
83,17449.4,0.35935,0.90383,1,0.22052,0.005941,0.005941,0.005941
84,17671.3,0.35175,0.91251,1,0.21328,0.0058915,0.0058915,0.0058915
85,17902.7,0.33993,0.92046,1,0.20813,0.005842,0.005842,0.005842
86,18124.2,0.35321,0.91685,1,0.20859,0.0057925,0.0057925,0.0057925
87,18346.7,0.35298,0.91902,1,0.20394,0.005743,0.005743,0.005743
88,18567.6,0.34093,0.92336,1,0.19913,0.0056935,0.0056935,0.0056935
89,18789.2,0.34271,0.92191,1,0.19715,0.005644,0.005644,0.005644
90,19009.8,0.33158,0.92191,1,0.19347,0.0055945,0.0055945,0.0055945
91,19231.7,0.32359,0.92625,1,0.18146,0.005545,0.005545,0.005545
92,19452.7,0.31872,0.92263,1,0.18808,0.0054955,0.0054955,0.0054955
93,19673.8,0.33305,0.92119,1,0.19311,0.005446,0.005446,0.005446
94,19894.7,0.32885,0.92625,1,0.19513,0.0053965,0.0053965,0.0053965
95,20114.6,0.33428,0.92336,1,0.19532,0.005347,0.005347,0.005347
96,20335.8,0.32414,0.92408,1,0.19558,0.0052975,0.0052975,0.0052975
97,20557.6,0.3241,0.92769,1,0.18019,0.005248,0.005248,0.005248
98,20779.8,0.31296,0.92914,1,0.18763,0.0051985,0.0051985,0.0051985
99,21001.2,0.30809,0.92842,1,0.18012,0.005149,0.005149,0.005149
100,21234.2,0.31217,0.92552,1,0.18365,0.0050995,0.0050995,0.0050995
101,21454.7,0.30664,0.92046,1,0.17755,0.00505,0.00505,0.00505
102,21676,0.30175,0.92552,1,0.17511,0.0050005,0.0050005,0.0050005
103,21898.2,0.31601,0.92552,1,0.17702,0.004951,0.004951,0.004951
104,22130.2,0.30305,0.93131,1,0.17813,0.0049015,0.0049015,0.0049015
105,22351,0.30467,0.92914,1,0.17635,0.004852,0.004852,0.004852
106,22570.7,0.30411,0.93059,1,0.17541,0.0048025,0.0048025,0.0048025
107,22783.6,0.30077,0.93492,1,0.16834,0.004753,0.004753,0.004753
108,22996.5,0.29708,0.93492,1,0.17168,0.0047035,0.0047035,0.0047035
109,23208.8,0.30031,0.93709,1,0.17109,0.004654,0.004654,0.004654
110,23421.5,0.2962,0.93131,1,0.16583,0.0046045,0.0046045,0.0046045
111,23634.1,0.29018,0.93348,1,0.16653,0.004555,0.004555,0.004555
112,23847.2,0.28501,0.93637,1,0.16531,0.0045055,0.0045055,0.0045055
113,24060,0.27835,0.93782,1,0.16468,0.004456,0.004456,0.004456
114,24272.8,0.28081,0.93637,1,0.16401,0.0044065,0.0044065,0.0044065
115,24485.3,0.27236,0.93782,1,0.16035,0.004357,0.004357,0.004357
116,24697.8,0.28795,0.93854,1,0.15952,0.0043075,0.0043075,0.0043075
117,24910.8,0.27526,0.94071,1,0.16287,0.004258,0.004258,0.004258
118,25123.7,0.28109,0.94071,1,0.16526,0.0042085,0.0042085,0.0042085
119,25335.5,0.28597,0.93782,1,0.16201,0.004159,0.004159,0.004159
120,25548,0.26869,0.93854,1,0.16023,0.0041095,0.0041095,0.0041095
121,25756.8,0.27287,0.93492,1,0.16136,0.00406,0.00406,0.00406
122,25957.9,0.27621,0.93565,1,0.16196,0.0040105,0.0040105,0.0040105
123,26160.8,0.28348,0.93348,1,0.16161,0.003961,0.003961,0.003961
124,26363.7,0.26833,0.93131,1,0.16266,0.0039115,0.0039115,0.0039115
125,26566.5,0.26792,0.93203,1,0.16098,0.003862,0.003862,0.003862
126,26765.7,0.25432,0.93782,1,0.1574,0.0038125,0.0038125,0.0038125
127,26968.6,0.26349,0.93854,1,0.15627,0.003763,0.003763,0.003763
128,27171.5,0.26101,0.93709,1,0.15558,0.0037135,0.0037135,0.0037135
129,27374,0.24811,0.93709,1,0.15721,0.003664,0.003664,0.003664
130,27576.7,0.26374,0.93709,1,0.15776,0.0036145,0.0036145,0.0036145
131,27779.4,0.2522,0.93348,1,0.16209,0.003565,0.003565,0.003565
132,27982.2,0.26414,0.92986,1,0.16179,0.0035155,0.0035155,0.0035155
133,28181.9,0.25637,0.93492,1,0.16377,0.003466,0.003466,0.003466
134,28384.4,0.24723,0.93203,1,0.16419,0.0034165,0.0034165,0.0034165
135,28587.1,0.25268,0.9342,1,0.16417,0.003367,0.003367,0.003367
136,28789.6,0.25083,0.93492,1,0.16469,0.0033175,0.0033175,0.0033175
137,28992.2,0.24174,0.93709,1,0.16513,0.003268,0.003268,0.003268
138,29194.6,0.25844,0.93782,1,0.16231,0.0032185,0.0032185,0.0032185
139,29397.6,0.24688,0.93709,1,0.16229,0.003169,0.003169,0.003169
140,29600.5,0.23718,0.93709,1,0.16268,0.0031195,0.0031195,0.0031195
141,29803.5,0.24842,0.93782,1,0.16311,0.00307,0.00307,0.00307
142,30006.7,0.23566,0.93782,1,0.16031,0.0030205,0.0030205,0.0030205
143,30209.7,0.23368,0.93926,1,0.15865,0.002971,0.002971,0.002971
144,30415.6,0.23059,0.93926,1,0.15727,0.0029215,0.0029215,0.0029215
145,30621.2,0.23085,0.94143,1,0.15671,0.002872,0.002872,0.002872
146,30824.4,0.24306,0.94071,1,0.15597,0.0028225,0.0028225,0.0028225
147,31027.3,0.22316,0.93854,1,0.15482,0.002773,0.002773,0.002773
148,31230.4,0.23001,0.93854,1,0.15421,0.0027235,0.0027235,0.0027235
149,31433.7,0.22634,0.93926,1,0.15405,0.002674,0.002674,0.002674
150,31636.8,0.23596,0.93999,1,0.15302,0.0026245,0.0026245,0.0026245
151,31840.3,0.21708,0.94071,1,0.15329,0.002575,0.002575,0.002575
152,32044.7,0.23108,0.94143,1,0.15243,0.0025255,0.0025255,0.0025255
153,32249.3,0.2202,0.94143,1,0.15356,0.002476,0.002476,0.002476
154,32454.1,0.21177,0.94143,1,0.15394,0.0024265,0.0024265,0.0024265
155,32658.9,0.2138,0.94071,1,0.15353,0.002377,0.002377,0.002377
156,32863.5,0.20969,0.93999,1,0.15354,0.0023275,0.0023275,0.0023275
157,33068.3,0.21757,0.93999,1,0.15364,0.002278,0.002278,0.002278
158,33272.9,0.20875,0.93926,1,0.15354,0.0022285,0.0022285,0.0022285
159,33477.7,0.21446,0.93926,1,0.15358,0.002179,0.002179,0.002179
160,33682.7,0.21765,0.93999,1,0.15338,0.0021295,0.0021295,0.0021295
161,33888.2,0.20286,0.94071,1,0.15354,0.00208,0.00208,0.00208
162,34093.3,0.20241,0.94215,1,0.15397,0.0020305,0.0020305,0.0020305
163,34298.4,0.19781,0.94215,1,0.15315,0.001981,0.001981,0.001981
164,34503.5,0.20241,0.93999,1,0.15397,0.0019315,0.0019315,0.0019315
165,34708.4,0.20198,0.94071,1,0.15413,0.001882,0.001882,0.001882
166,34913.4,0.19949,0.94071,1,0.15479,0.0018325,0.0018325,0.0018325
167,35118.7,0.19145,0.93926,1,0.1548,0.001783,0.001783,0.001783
168,35323.5,0.19327,0.93854,1,0.15432,0.0017335,0.0017335,0.0017335
169,35528.5,0.19439,0.93854,1,0.15384,0.001684,0.001684,0.001684
170,35733.8,0.20112,0.93999,1,0.15351,0.0016345,0.0016345,0.0016345
171,35938.6,0.19557,0.93709,1,0.15299,0.001585,0.001585,0.001585
172,36143.6,0.18911,0.93782,1,0.15318,0.0015355,0.0015355,0.0015355
173,36348.5,0.19214,0.93782,1,0.15309,0.001486,0.001486,0.001486
174,36553,0.19466,0.93854,1,0.1534,0.0014365,0.0014365,0.0014365
175,36757.6,0.19016,0.93854,1,0.15292,0.001387,0.001387,0.001387
176,36962.4,0.18354,0.93854,1,0.15277,0.0013375,0.0013375,0.0013375
177,37167.6,0.1865,0.93854,1,0.15302,0.001288,0.001288,0.001288
178,37372.6,0.17774,0.93782,1,0.15324,0.0012385,0.0012385,0.0012385
179,37577.5,0.17705,0.93999,1,0.15318,0.001189,0.001189,0.001189
180,37782,0.17471,0.93999,1,0.15307,0.0011395,0.0011395,0.0011395
181,37985.6,0.17961,0.94071,1,0.15296,0.00109,0.00109,0.00109
182,38190.3,0.18653,0.94071,1,0.15265,0.0010405,0.0010405,0.0010405
183,38394.8,0.17665,0.94143,1,0.15307,0.000991,0.000991,0.000991
184,38598.6,0.17048,0.94143,1,0.15273,0.0009415,0.0009415,0.0009415
185,38803,0.17623,0.94143,1,0.1527,0.000892,0.000892,0.000892
186,39006.7,0.16781,0.94143,1,0.15294,0.0008425,0.0008425,0.0008425
187,39210.8,0.16609,0.94215,1,0.15292,0.000793,0.000793,0.000793
188,39415.1,0.17337,0.94143,1,0.15273,0.0007435,0.0007435,0.0007435
189,39619,0.16027,0.94143,1,0.15268,0.000694,0.000694,0.000694
190,39822.6,0.17487,0.94143,1,0.15284,0.0006445,0.0006445,0.0006445
191,40028.1,0.1686,0.94143,1,0.15291,0.000595,0.000595,0.000595
192,40229.8,0.15211,0.94143,1,0.153,0.0005455,0.0005455,0.0005455
193,40432.1,0.16367,0.94143,1,0.15305,0.000496,0.000496,0.000496
194,40633.9,0.16838,0.94143,1,0.15338,0.0004465,0.0004465,0.0004465
195,40835.1,0.16689,0.94071,1,0.15299,0.000397,0.000397,0.000397
196,41036.6,0.15591,0.94071,1,0.15338,0.0003475,0.0003475,0.0003475
197,41237.4,0.14533,0.94071,1,0.15317,0.000298,0.000298,0.000298
198,41439.2,0.15709,0.94071,1,0.15342,0.0002485,0.0002485,0.0002485
199,41640.1,0.15565,0.94071,1,0.1533,0.000199,0.000199,0.000199
200,41841.4,0.15007,0.94071,1,0.15336,0.0001495,0.0001495,0.0001495
